id;ideology;ideology_source;ideology_year
802;demokracie;manual_dataset;2024
803;demokracie;manual_dataset;2024
804;demokracie;manual_dataset;2024
805;demokracie;manual_dataset;2024
806;demokracie;manual_dataset;2024
807;kralovstvi;manual_dataset;2024
808;kralovstvi;manual_dataset;2024
809;kralovstvi;manual_dataset;2024
810;kralovstvi;manual_dataset;2024
811;kralovstvi;manual_dataset;2024
812;kralovstvi;manual_dataset;2024
813;kralovstvi;manual_dataset;2024
814;kralovstvi;manual_dataset;2024
815;kralovstvi;manual_dataset;2024
816;kralovstvi;manual_dataset;2024
817;kralovstvi;manual_dataset;2024
818;kralovstvi;manual_dataset;2024
819;kralovstvi;manual_dataset;2024
820;kralovstvi;manual_dataset;2024
821;kralovstvi;manual_dataset;2024
822;kralovstvi;manual_dataset;2024
823;kralovstvi;manual_dataset;2024
824;kralovstvi;manual_dataset;2024
825;kralovstvi;manual_dataset;2024
826;kralovstvi;manual_dataset;2024
827;kralovstvi;manual_dataset;2024
828;autokracie;manual_dataset;2024
829;autokracie;manual_dataset;2024
830;autokracie;manual_dataset;2024
831;autokracie;manual_dataset;2024
832;autokracie;manual_dataset;2024
833;autokracie;manual_dataset;2024
834;autokracie;manual_dataset;2024
835;autokracie;manual_dataset;2024
836;autokracie;manual_dataset;2024
837;autokracie;manual_dataset;2024
838;autokracie;manual_dataset;2024
839;autokracie;manual_dataset;2024
840;autokracie;manual_dataset;2024
841;autokracie;manual_dataset;2024
842;autokracie;manual_dataset;2024
843;autokracie;manual_dataset;2024
844;autokracie;manual_dataset;2024
845;autokracie;manual_dataset;2024
846;autokracie;manual_dataset;2024
847;autokracie;manual_dataset;2024
848;autokracie;manual_dataset;2024
849;autokracie;manual_dataset;2024
850;autokracie;manual_dataset;2024
851;autokracie;manual_dataset;2024
852;autokracie;manual_dataset;2024
853;autokracie;manual_dataset;2024
854;autokracie;manual_dataset;2024
855;autokracie;manual_dataset;2024
856;autokracie;manual_dataset;2024
857;autokracie;manual_dataset;2024
858;autokracie;manual_dataset;2024
859;autokracie;manual_dataset;2024
860;autokracie;manual_dataset;2024
861;autokracie;manual_dataset;2024
862;autokracie;manual_dataset;2024
863;autokracie;manual_dataset;2024
864;autokracie;manual_dataset;2024
865;autokracie;manual_dataset;2024
866;autokracie;manual_dataset;2024
867;autokracie;manual_dataset;2024
868;autokracie;manual_dataset;2024
869;autokracie;manual_dataset;2024
870;autokracie;manual_dataset;2024
871;autokracie;manual_dataset;2024
872;autokracie;manual_dataset;2024
873;autokracie;manual_dataset;2024
874;autokracie;manual_dataset;2024
875;autokracie;manual_dataset;2024
876;autokracie;manual_dataset;2024
877;autokracie;manual_dataset;2024
878;autokracie;manual_dataset;2024
879;autokracie;manual_dataset;2024
880;autokracie;manual_dataset;2024
881;autokracie;manual_dataset;2024
882;autokracie;manual_dataset;2024
883;autokracie;manual_dataset;2024
884;autokracie;manual_dataset;2024
885;autokracie;manual_dataset;2024
886;autokracie;manual_dataset;2024
887;autokracie;manual_dataset;2024
888;autokracie;manual_dataset;2024
889;autokracie;manual_dataset;2024
890;autokracie;manual_dataset;2024
891;autokracie;manual_dataset;2024
892;autokracie;manual_dataset;2024
893;autokracie;manual_dataset;2024
894;autokracie;manual_dataset;2024
895;autokracie;manual_dataset;2024
896;autokracie;manual_dataset;2024
897;autokracie;manual_dataset;2024
898;autokracie;manual_dataset;2024
899;autokracie;manual_dataset;2024
900;autokracie;manual_dataset;2024
901;autokracie;manual_dataset;2024
902;demokracie;manual_dataset;2024
903;demokracie;manual_dataset;2024
904;demokracie;manual_dataset;2024
905;demokracie;manual_dataset;2024
906;demokracie;manual_dataset;2024
907;demokracie;manual_dataset;2024
908;demokracie;manual_dataset;2024
909;demokracie;manual_dataset;2024
910;demokracie;manual_dataset;2024
911;demokracie;manual_dataset;2024
912;demokracie;manual_dataset;2024
913;demokracie;manual_dataset;2024
914;demokracie;manual_dataset;2024
915;demokracie;manual_dataset;2024
916;demokracie;manual_dataset;2024
917;demokracie;manual_dataset;2024
918;demokracie;manual_dataset;2024
919;demokracie;manual_dataset;2024
920;demokracie;manual_dataset;2024
921;demokracie;manual_dataset;2024
922;demokracie;manual_dataset;2024
923;demokracie;manual_dataset;2024
924;demokracie;manual_dataset;2024
925;demokracie;manual_dataset;2024
