country_a;country_b;relationship_score;is_border;same_ideology;gdp_pc_ratio;relationship_source;relationship_year
CHE;SRB;5.00;0;1;7.061178;heuristic_border_ideology_gdp;
CHE;SVK;15.00;0;1;3.883110;heuristic_border_ideology_gdp;
CHE;SVN;25.00;0;1;2.965454;heuristic_border_ideology_gdp;
CHE;SWE;-40.00;0;0;1.778371;heuristic_border_ideology_gdp;
CHE;TUR;-60.00;0;0;6.490805;heuristic_border_ideology_gdp;
CHE;UKR;5.00;0;1;19.790047;heuristic_border_ideology_gdp;
CYP;CZE;30.00;0;1;1.117181;heuristic_border_ideology_gdp;
CYP;DEU;25.00;0;1;1.838644;heuristic_border_ideology_gdp;
CYP;DNK;-40.00;0;0;2.449381;heuristic_border_ideology_gdp;
CYP;ESP;-35.00;0;0;1.226484;heuristic_border_ideology_gdp;
CYP;EST;30.00;0;1;1.087625;heuristic_border_ideology_gdp;
CYP;FIN;25.00;0;1;1.746054;heuristic_border_ideology_gdp;
CYP;FRA;25.00;0;1;1.518811;heuristic_border_ideology_gdp;
CYP;GBR;-40.00;0;0;1.806175;heuristic_border_ideology_gdp;
CYP;GEO;15.00;0;1;3.179082;heuristic_border_ideology_gdp;
CYP;GRC;30.00;0;1;1.168656;heuristic_border_ideology_gdp;
CYP;HRV;30.00;0;1;1.165616;heuristic_border_ideology_gdp;
CYP;HUN;30.00;0;1;1.215697;heuristic_border_ideology_gdp;
CYP;IRL;15.00;0;1;4.100895;heuristic_border_ideology_gdp;
CYP;ISL;15.00;0;1;3.334228;heuristic_border_ideology_gdp;
CYP;ITA;30.00;0;1;1.339024;heuristic_border_ideology_gdp;
CYP;KOS;15.00;0;1;5.769089;heuristic_border_ideology_gdp;
CYP;LIE;-50.00;0;0;5.371640;heuristic_border_ideology_gdp;
CYP;LTU;30.00;0;1;1.061008;heuristic_border_ideology_gdp;
CYP;LUX;-50.00;0;0;4.695392;heuristic_border_ideology_gdp;
CYP;LVA;30.00;0;1;1.225462;heuristic_border_ideology_gdp;
CYP;MDA;15.00;0;1;4.517417;heuristic_border_ideology_gdp;
CYP;MKD;15.00;0;1;4.049403;heuristic_border_ideology_gdp;
CYP;MLT;30.00;0;1;1.185994;heuristic_border_ideology_gdp;
CYP;MNE;25.00;0;1;2.634263;heuristic_border_ideology_gdp;
CYP;NLD;-40.00;0;0;2.304655;heuristic_border_ideology_gdp;
CYP;NOR;-40.00;0;0;2.880918;heuristic_border_ideology_gdp;
CYP;POL;30.00;0;1;1.129496;heuristic_border_ideology_gdp;
CYP;PRT;30.00;0;1;1.003960;heuristic_border_ideology_gdp;
CYP;ROU;30.00;0;1;1.463318;heuristic_border_ideology_gdp;
CYP;RUS;-40.00;0;0;1.965630;heuristic_border_ideology_gdp;
CYP;SMR;25.00;0;1;2.052145;heuristic_border_ideology_gdp;
CYP;SRB;25.00;0;1;2.016737;heuristic_border_ideology_gdp;
CYP;SVK;30.00;0;1;1.109052;heuristic_border_ideology_gdp;
CYP;SVN;30.00;0;1;1.180692;heuristic_border_ideology_gdp;
CYP;SWE;-40.00;0;0;1.968817;heuristic_border_ideology_gdp;
CYP;TUR;-40.00;0;0;1.853833;heuristic_border_ideology_gdp;
CYP;UKR;15.00;0;1;5.652218;heuristic_border_ideology_gdp;
CZE;DEU;50.00;1;1;1.645788;heuristic_border_ideology_gdp;
CZE;DNK;-40.00;0;0;2.192465;heuristic_border_ideology_gdp;
CZE;ESP;-35.00;0;0;1.097838;heuristic_border_ideology_gdp;
CZE;EST;30.00;0;1;1.027175;heuristic_border_ideology_gdp;
CZE;FIN;25.00;0;1;1.562910;heuristic_border_ideology_gdp;
CZE;FRA;30.00;0;1;1.359503;heuristic_border_ideology_gdp;
CZE;GBR;-40.00;0;0;1.616725;heuristic_border_ideology_gdp;
CZE;GEO;15.00;0;1;3.551611;heuristic_border_ideology_gdp;
CZE;GRC;30.00;0;1;1.305600;heuristic_border_ideology_gdp;
CZE;HRV;30.00;0;1;1.302204;heuristic_border_ideology_gdp;
CZE;HUN;30.00;0;1;1.358154;heuristic_border_ideology_gdp;
CZE;IRL;15.00;0;1;3.670751;heuristic_border_ideology_gdp;
CZE;ISL;25.00;0;1;2.984500;heuristic_border_ideology_gdp;
CZE;ITA;30.00;0;1;1.198574;heuristic_border_ideology_gdp;
CZE;KOS;5.00;0;1;6.445118;heuristic_border_ideology_gdp;
CZE;LIE;-50.00;0;0;4.808209;heuristic_border_ideology_gdp;
CZE;LTU;30.00;0;1;1.052943;heuristic_border_ideology_gdp;
CZE;LUX;-50.00;0;0;4.202892;heuristic_border_ideology_gdp;
CZE;LVA;30.00;0;1;1.369064;heuristic_border_ideology_gdp;
CZE;MDA;15.00;0;1;5.046773;heuristic_border_ideology_gdp;
CZE;MKD;15.00;0;1;4.523917;heuristic_border_ideology_gdp;
CZE;MLT;30.00;0;1;1.061595;heuristic_border_ideology_gdp;
CZE;MNE;25.00;0;1;2.942949;heuristic_border_ideology_gdp;
CZE;NLD;-40.00;0;0;2.062919;heuristic_border_ideology_gdp;
CZE;NOR;-40.00;0;0;2.578739;heuristic_border_ideology_gdp;
CZE;POL;55.00;1;1;1.261852;heuristic_border_ideology_gdp;
CZE;PRT;30.00;0;1;1.112774;heuristic_border_ideology_gdp;
CZE;ROU;25.00;0;1;1.634792;heuristic_border_ideology_gdp;
CZE;RUS;-40.00;0;0;2.195965;heuristic_border_ideology_gdp;
CZE;SMR;25.00;0;1;1.836896;heuristic_border_ideology_gdp;
CZE;SRB;25.00;0;1;2.253060;heuristic_border_ideology_gdp;
CZE;SVK;55.00;1;1;1.239012;heuristic_border_ideology_gdp;
CZE;SVN;30.00;0;1;1.056849;heuristic_border_ideology_gdp;
CZE;SWE;-40.00;0;0;1.762308;heuristic_border_ideology_gdp;
CZE;TUR;-40.00;0;0;2.071068;heuristic_border_ideology_gdp;
CZE;UKR;5.00;0;1;6.314552;heuristic_border_ideology_gdp;
DEU;DNK;0.00;1;0;1.332167;heuristic_border_ideology_gdp;
DEU;ESP;-35.00;0;0;1.499118;heuristic_border_ideology_gdp;
DEU;EST;25.00;0;1;1.690513;heuristic_border_ideology_gdp;
DEU;FIN;30.00;0;1;1.053028;heuristic_border_ideology_gdp;
DEU;FRA;55.00;1;1;1.210581;heuristic_border_ideology_gdp;
DEU;GBR;-35.00;0;0;1.017977;heuristic_border_ideology_gdp;
DEU;GEO;15.00;0;1;5.845200;heuristic_border_ideology_gdp;
DEU;GRC;25.00;0;1;2.148741;heuristic_border_ideology_gdp;
DEU;HRV;25.00;0;1;2.143153;heuristic_border_ideology_gdp;
DEU;HUN;25.00;0;1;2.235233;heuristic_border_ideology_gdp;
DEU;IRL;25.00;0;1;2.230391;heuristic_border_ideology_gdp;
DEU;ISL;25.00;0;1;1.813417;heuristic_border_ideology_gdp;
DEU;ITA;30.00;0;1;1.373122;heuristic_border_ideology_gdp;
DEU;KOS;5.00;0;1;10.607301;heuristic_border_ideology_gdp;
DEU;LIE;-40.00;0;0;2.921523;heuristic_border_ideology_gdp;
DEU;LTU;25.00;0;1;1.732921;heuristic_border_ideology_gdp;
DEU;LUX;-5.00;1;0;2.553726;heuristic_border_ideology_gdp;
DEU;LVA;25.00;0;1;2.253189;heuristic_border_ideology_gdp;
DEU;MDA;5.00;0;1;8.305922;heuristic_border_ideology_gdp;
DEU;MKD;5.00;0;1;7.445411;heuristic_border_ideology_gdp;
DEU;MLT;25.00;0;1;1.550298;heuristic_border_ideology_gdp;
DEU;MNE;15.00;0;1;4.843471;heuristic_border_ideology_gdp;
DEU;NLD;0.00;1;0;1.253454;heuristic_border_ideology_gdp;
DEU;NOR;-40.00;0;0;1.566871;heuristic_border_ideology_gdp;
DEU;POL;50.00;1;1;2.076741;heuristic_border_ideology_gdp;
DEU;PRT;25.00;0;1;1.831391;heuristic_border_ideology_gdp;
DEU;ROU;25.00;0;1;2.690521;heuristic_border_ideology_gdp;
DEU;RUS;-50.00;0;0;3.614094;heuristic_border_ideology_gdp;
DEU;SMR;30.00;0;1;1.116119;heuristic_border_ideology_gdp;
DEU;SRB;15.00;0;1;3.708061;heuristic_border_ideology_gdp;
DEU;SVK;25.00;0;1;2.039151;heuristic_border_ideology_gdp;
DEU;SVN;25.00;0;1;1.557259;heuristic_border_ideology_gdp;
DEU;SWE;-35.00;0;0;1.070799;heuristic_border_ideology_gdp;
DEU;TUR;-50.00;0;0;3.408539;heuristic_border_ideology_gdp;
DEU;UKR;5.00;0;1;10.392416;heuristic_border_ideology_gdp;
DNK;ESP;25.00;0;1;1.997076;heuristic_border_ideology_gdp;
DNK;EST;-40.00;0;0;2.252045;heuristic_border_ideology_gdp;
DNK;FIN;-35.00;0;0;1.402809;heuristic_border_ideology_gdp;
DNK;FRA;-40.00;0;0;1.612696;heuristic_border_ideology_gdp;
DNK;GBR;30.00;0;1;1.356115;heuristic_border_ideology_gdp;
DNK;GEO;-60.00;0;0;7.786782;heuristic_border_ideology_gdp;
DNK;GRC;-40.00;0;0;2.862482;heuristic_border_ideology_gdp;
DNK;HRV;-40.00;0;0;2.855037;heuristic_border_ideology_gdp;
DNK;HUN;-40.00;0;0;2.977704;heuristic_border_ideology_gdp;
DNK;IRL;-40.00;0;0;1.674258;heuristic_border_ideology_gdp;
DNK;ISL;-35.00;0;0;1.361253;heuristic_border_ideology_gdp;
DNK;ITA;-40.00;0;0;1.829228;heuristic_border_ideology_gdp;
DNK;KOS;-60.00;0;0;14.130696;heuristic_border_ideology_gdp;
DNK;LIE;25.00;0;1;2.193061;heuristic_border_ideology_gdp;
DNK;LTU;-40.00;0;0;2.308540;heuristic_border_ideology_gdp;
DNK;LUX;25.00;0;1;1.916971;heuristic_border_ideology_gdp;
DNK;LVA;-50.00;0;0;3.001624;heuristic_border_ideology_gdp;
DNK;MDA;-60.00;0;0;11.064874;heuristic_border_ideology_gdp;
DNK;MKD;-60.00;0;0;9.918530;heuristic_border_ideology_gdp;
DNK;MLT;-40.00;0;0;2.065256;heuristic_border_ideology_gdp;
DNK;MNE;-60.00;0;0;6.452312;heuristic_border_ideology_gdp;
DNK;NLD;30.00;0;1;1.062797;heuristic_border_ideology_gdp;
DNK;NOR;30.00;0;1;1.176182;heuristic_border_ideology_gdp;
DNK;POL;-40.00;0;0;2.766565;heuristic_border_ideology_gdp;
DNK;PRT;-40.00;0;0;2.439719;heuristic_border_ideology_gdp;
DNK;ROU;-50.00;0;0;3.584223;heuristic_border_ideology_gdp;
DNK;RUS;-50.00;0;0;4.814576;heuristic_border_ideology_gdp;
DNK;SMR;-35.00;0;0;1.193571;heuristic_border_ideology_gdp;
DNK;SRB;-50.00;0;0;4.939756;heuristic_border_ideology_gdp;
DNK;SVK;-40.00;0;0;2.716490;heuristic_border_ideology_gdp;
DNK;SVN;-40.00;0;0;2.074529;heuristic_border_ideology_gdp;
DNK;SWE;30.00;0;1;1.244087;heuristic_border_ideology_gdp;
DNK;TUR;-50.00;0;0;4.540743;heuristic_border_ideology_gdp;
DNK;UKR;-60.00;0;0;13.844433;heuristic_border_ideology_gdp;
ESP;EST;-35.00;0;0;1.127671;heuristic_border_ideology_gdp;
ESP;FIN;-35.00;0;0;1.423626;heuristic_border_ideology_gdp;
ESP;FRA;0.00;1;0;1.238346;heuristic_border_ideology_gdp;
ESP;GBR;30.00;0;1;1.472645;heuristic_border_ideology_gdp;
ESP;GEO;-50.00;0;0;3.899092;heuristic_border_ideology_gdp;
ESP;GRC;-35.00;0;0;1.433337;heuristic_border_ideology_gdp;
ESP;HRV;-35.00;0;0;1.429609;heuristic_border_ideology_gdp;
ESP;HUN;-35.00;0;0;1.491032;heuristic_border_ideology_gdp;
ESP;IRL;-50.00;0;0;3.343619;heuristic_border_ideology_gdp;
ESP;ISL;-40.00;0;0;2.718526;heuristic_border_ideology_gdp;
ESP;ITA;-35.00;0;0;1.091759;heuristic_border_ideology_gdp;
ESP;KOS;-60.00;0;0;7.075694;heuristic_border_ideology_gdp;
ESP;LIE;15.00;0;1;4.379708;heuristic_border_ideology_gdp;
ESP;LTU;-35.00;0;0;1.155960;heuristic_border_ideology_gdp;
ESP;LUX;15.00;0;1;3.828336;heuristic_border_ideology_gdp;
ESP;LVA;-40.00;0;0;1.503010;heuristic_border_ideology_gdp;
ESP;MDA;-50.00;0;0;5.540538;heuristic_border_ideology_gdp;
ESP;MKD;-50.00;0;0;4.966527;heuristic_border_ideology_gdp;
ESP;MLT;-35.00;0;0;1.034140;heuristic_border_ideology_gdp;
ESP;MNE;-50.00;0;0;3.230880;heuristic_border_ideology_gdp;
ESP;NLD;25.00;0;1;1.879075;heuristic_border_ideology_gdp;
ESP;NOR;25.00;0;1;2.348925;heuristic_border_ideology_gdp;
ESP;POL;-35.00;0;0;1.385308;heuristic_border_ideology_gdp;
ESP;PRT;0.00;1;0;1.221646;heuristic_border_ideology_gdp;
ESP;ROU;-40.00;0;0;1.794736;heuristic_border_ideology_gdp;
ESP;RUS;-40.00;0;0;2.410813;heuristic_border_ideology_gdp;
ESP;SMR;-40.00;0;0;1.673194;heuristic_border_ideology_gdp;
ESP;SRB;-40.00;0;0;2.473495;heuristic_border_ideology_gdp;
ESP;SVK;-35.00;0;0;1.360234;heuristic_border_ideology_gdp;
ESP;SVN;-35.00;0;0;1.038784;heuristic_border_ideology_gdp;
ESP;SWE;25.00;0;1;1.605254;heuristic_border_ideology_gdp;
ESP;TUR;-40.00;0;0;2.273696;heuristic_border_ideology_gdp;
ESP;UKR;-60.00;0;0;6.932353;heuristic_border_ideology_gdp;
EST;FIN;25.00;0;1;1.605382;heuristic_border_ideology_gdp;
EST;FRA;30.00;0;1;1.396447;heuristic_border_ideology_gdp;
EST;GBR;-40.00;0;0;1.660660;heuristic_border_ideology_gdp;
EST;GEO;15.00;0;1;3.457649;heuristic_border_ideology_gdp;
EST;GRC;30.00;0;1;1.271059;heuristic_border_ideology_gdp;
EST;HRV;30.00;0;1;1.267753;heuristic_border_ideology_gdp;
EST;HUN;30.00;0;1;1.322222;heuristic_border_ideology_gdp;
EST;IRL;15.00;0;1;3.770504;heuristic_border_ideology_gdp;
EST;ISL;15.00;0;1;3.065604;heuristic_border_ideology_gdp;
EST;ITA;30.00;0;1;1.231145;heuristic_border_ideology_gdp;
EST;KOS;5.00;0;1;6.274606;heuristic_border_ideology_gdp;
EST;LIE;-50.00;0;0;4.938871;heuristic_border_ideology_gdp;
EST;LTU;30.00;0;1;1.025086;heuristic_border_ideology_gdp;
EST;LUX;-50.00;0;0;4.317106;heuristic_border_ideology_gdp;
EST;LVA;55.00;1;1;1.332844;heuristic_border_ideology_gdp;
EST;MDA;15.00;0;1;4.913256;heuristic_border_ideology_gdp;
EST;MKD;15.00;0;1;4.404232;heuristic_border_ideology_gdp;
EST;MLT;30.00;0;1;1.090444;heuristic_border_ideology_gdp;
EST;MNE;25.00;0;1;2.865090;heuristic_border_ideology_gdp;
EST;NLD;-40.00;0;0;2.118979;heuristic_border_ideology_gdp;
EST;NOR;-40.00;0;0;2.648816;heuristic_border_ideology_gdp;
EST;POL;30.00;0;1;1.228468;heuristic_border_ideology_gdp;
EST;PRT;30.00;0;1;1.083335;heuristic_border_ideology_gdp;
EST;ROU;25.00;0;1;1.591542;heuristic_border_ideology_gdp;
EST;RUS;-5.00;1;0;2.137868;heuristic_border_ideology_gdp;
EST;SMR;25.00;0;1;1.886813;heuristic_border_ideology_gdp;
EST;SRB;25.00;0;1;2.193453;heuristic_border_ideology_gdp;
EST;SVK;30.00;0;1;1.206232;heuristic_border_ideology_gdp;
EST;SVN;30.00;0;1;1.085569;heuristic_border_ideology_gdp;
EST;SWE;-40.00;0;0;1.810199;heuristic_border_ideology_gdp;
EST;TUR;-40.00;0;0;2.016275;heuristic_border_ideology_gdp;
EST;UKR;5.00;0;1;6.147494;heuristic_border_ideology_gdp;
FIN;FRA;30.00;0;1;1.149619;heuristic_border_ideology_gdp;
FIN;GBR;-35.00;0;0;1.034433;heuristic_border_ideology_gdp;
FIN;GEO;15.00;0;1;5.550848;heuristic_border_ideology_gdp;
FIN;GRC;25.00;0;1;2.040535;heuristic_border_ideology_gdp;
FIN;HRV;25.00;0;1;2.035228;heuristic_border_ideology_gdp;
FIN;HUN;25.00;0;1;2.122672;heuristic_border_ideology_gdp;
FIN;IRL;25.00;0;1;2.348665;heuristic_border_ideology_gdp;
FIN;ISL;25.00;0;1;1.909579;heuristic_border_ideology_gdp;
FIN;ITA;30.00;0;1;1.303975;heuristic_border_ideology_gdp;
FIN;KOS;5.00;0;1;10.073140;heuristic_border_ideology_gdp;
FIN;LIE;-50.00;0;0;3.076446;heuristic_border_ideology_gdp;
FIN;LTU;25.00;0;1;1.645655;heuristic_border_ideology_gdp;
FIN;LUX;-40.00;0;0;2.689145;heuristic_border_ideology_gdp;
FIN;LVA;25.00;0;1;2.139723;heuristic_border_ideology_gdp;
FIN;MDA;5.00;0;1;7.887653;heuristic_border_ideology_gdp;
FIN;MKD;5.00;0;1;7.070476;heuristic_border_ideology_gdp;
FIN;MLT;30.00;0;1;1.472228;heuristic_border_ideology_gdp;
FIN;MNE;15.00;0;1;4.599564;heuristic_border_ideology_gdp;
FIN;NLD;-35.00;0;0;1.319922;heuristic_border_ideology_gdp;
FIN;NOR;-5.00;1;0;1.649960;heuristic_border_ideology_gdp;
FIN;POL;25.00;0;1;1.972160;heuristic_border_ideology_gdp;
FIN;PRT;25.00;0;1;1.739166;heuristic_border_ideology_gdp;
FIN;ROU;25.00;0;1;2.555032;heuristic_border_ideology_gdp;
FIN;RUS;-15.00;1;0;3.432095;heuristic_border_ideology_gdp;
FIN;SMR;30.00;0;1;1.175305;heuristic_border_ideology_gdp;
FIN;SRB;15.00;0;1;3.521331;heuristic_border_ideology_gdp;
FIN;SVK;25.00;0;1;1.936464;heuristic_border_ideology_gdp;
FIN;SVN;30.00;0;1;1.478839;heuristic_border_ideology_gdp;
FIN;SWE;0.00;1;0;1.127581;heuristic_border_ideology_gdp;
FIN;TUR;-50.00;0;0;3.236892;heuristic_border_ideology_gdp;
FIN;UKR;5.00;0;1;9.869076;heuristic_border_ideology_gdp;
FRA;GBR;-35.00;0;0;1.189204;heuristic_border_ideology_gdp;
FRA;GEO;15.00;0;1;4.828424;heuristic_border_ideology_gdp;
FRA;GRC;25.00;0;1;1.774967;heuristic_border_ideology_gdp;
FRA;HRV;25.00;0;1;1.770350;heuristic_border_ideology_gdp;
FRA;HUN;25.00;0;1;1.846413;heuristic_border_ideology_gdp;
FRA;IRL;25.00;0;1;2.700070;heuristic_border_ideology_gdp;
FRA;ISL;25.00;0;1;2.195289;heuristic_border_ideology_gdp;
FRA;ITA;55.00;1;1;1.134267;heuristic_border_ideology_gdp;
FRA;KOS;5.00;0;1;8.762155;heuristic_border_ideology_gdp;
FRA;LIE;-50.00;0;0;3.536741;heuristic_border_ideology_gdp;
FRA;LTU;30.00;0;1;1.431478;heuristic_border_ideology_gdp;
FRA;LUX;-15.00;1;0;3.091493;heuristic_border_ideology_gdp;
FRA;LVA;25.00;0;1;1.861245;heuristic_border_ideology_gdp;
FRA;MDA;5.00;0;1;6.861101;heuristic_border_ideology_gdp;
FRA;MKD;5.00;0;1;6.150277;heuristic_border_ideology_gdp;
FRA;MLT;30.00;0;1;1.280623;heuristic_border_ideology_gdp;
FRA;MNE;15.00;0;1;4.000946;heuristic_border_ideology_gdp;
FRA;NLD;-40.00;0;0;1.517408;heuristic_border_ideology_gdp;
FRA;NOR;-40.00;0;0;1.896825;heuristic_border_ideology_gdp;
FRA;POL;25.00;0;1;1.715490;heuristic_border_ideology_gdp;
FRA;PRT;25.00;0;1;1.512820;heuristic_border_ideology_gdp;
FRA;ROU;25.00;0;1;2.222503;heuristic_border_ideology_gdp;
FRA;RUS;-40.00;0;0;2.985420;heuristic_border_ideology_gdp;
FRA;SMR;30.00;0;1;1.351153;heuristic_border_ideology_gdp;
FRA;SRB;15.00;0;1;3.063041;heuristic_border_ideology_gdp;
FRA;SVK;25.00;0;1;1.684439;heuristic_border_ideology_gdp;
FRA;SVN;30.00;0;1;1.286373;heuristic_border_ideology_gdp;
FRA;SWE;-35.00;0;0;1.296289;heuristic_border_ideology_gdp;
FRA;TUR;-40.00;0;0;2.815622;heuristic_border_ideology_gdp;
FRA;UKR;5.00;0;1;8.584649;heuristic_border_ideology_gdp;
GBR;GEO;-50.00;0;0;5.741979;heuristic_border_ideology_gdp;
GBR;GRC;-40.00;0;0;2.110797;heuristic_border_ideology_gdp;
GBR;HRV;-40.00;0;0;2.105306;heuristic_border_ideology_gdp;
GBR;HUN;-40.00;0;0;2.195761;heuristic_border_ideology_gdp;
GBR;IRL;-5.00;1;0;2.270485;heuristic_border_ideology_gdp;
GBR;ISL;-40.00;0;0;1.846016;heuristic_border_ideology_gdp;
GBR;ITA;-35.00;0;0;1.348874;heuristic_border_ideology_gdp;
GBR;KOS;-60.00;0;0;10.419986;heuristic_border_ideology_gdp;
GBR;LIE;25.00;0;1;2.974042;heuristic_border_ideology_gdp;
GBR;LTU;-40.00;0;0;1.702319;heuristic_border_ideology_gdp;
GBR;LUX;25.00;0;1;2.599633;heuristic_border_ideology_gdp;
GBR;LVA;-40.00;0;0;2.213400;heuristic_border_ideology_gdp;
GBR;MDA;-60.00;0;0;8.159247;heuristic_border_ideology_gdp;
GBR;MKD;-60.00;0;0;7.313932;heuristic_border_ideology_gdp;
GBR;MLT;-40.00;0;0;1.522921;heuristic_border_ideology_gdp;
GBR;MNE;-50.00;0;0;4.757940;heuristic_border_ideology_gdp;
GBR;NLD;30.00;0;1;1.275986;heuristic_border_ideology_gdp;
GBR;NOR;25.00;0;1;1.595038;heuristic_border_ideology_gdp;
GBR;POL;-40.00;0;0;2.040067;heuristic_border_ideology_gdp;
GBR;PRT;-40.00;0;0;1.799050;heuristic_border_ideology_gdp;
GBR;ROU;-40.00;0;0;2.643009;heuristic_border_ideology_gdp;
GBR;RUS;-50.00;0;0;3.550272;heuristic_border_ideology_gdp;
GBR;SMR;-35.00;0;0;1.136183;heuristic_border_ideology_gdp;
GBR;SRB;-50.00;0;0;3.642580;heuristic_border_ideology_gdp;
GBR;SVK;-40.00;0;0;2.003142;heuristic_border_ideology_gdp;
GBR;SVN;-40.00;0;0;1.529759;heuristic_border_ideology_gdp;
GBR;SWE;30.00;0;1;1.090048;heuristic_border_ideology_gdp;
GBR;TUR;-50.00;0;0;3.348347;heuristic_border_ideology_gdp;
GBR;UKR;-60.00;0;0;10.208896;heuristic_border_ideology_gdp;
GEO;GRC;25.00;0;1;2.720290;heuristic_border_ideology_gdp;
GEO;HRV;25.00;0;1;2.727384;heuristic_border_ideology_gdp;
GEO;HUN;25.00;0;1;2.615029;heuristic_border_ideology_gdp;
GEO;IRL;5.00;0;1;13.037079;heuristic_border_ideology_gdp;
GEO;ISL;5.00;0;1;10.599783;heuristic_border_ideology_gdp;
GEO;ITA;15.00;0;1;4.256868;heuristic_border_ideology_gdp;
GEO;KOS;25.00;0;1;1.814703;heuristic_border_ideology_gdp;
GEO;LIE;-60.00;0;0;17.076885;heuristic_border_ideology_gdp;
GEO;LTU;15.00;0;1;3.373033;heuristic_border_ideology_gdp;
GEO;LUX;-60.00;0;0;14.927037;heuristic_border_ideology_gdp;
GEO;LVA;25.00;0;1;2.594190;heuristic_border_ideology_gdp;
GEO;MDA;30.00;0;1;1.420982;heuristic_border_ideology_gdp;
GEO;MKD;30.00;0;1;1.273765;heuristic_border_ideology_gdp;
GEO;MLT;15.00;0;1;3.770372;heuristic_border_ideology_gdp;
GEO;MNE;30.00;0;1;1.206820;heuristic_border_ideology_gdp;
GEO;NLD;-60.00;0;0;7.326687;heuristic_border_ideology_gdp;
GEO;NOR;-60.00;0;0;9.158675;heuristic_border_ideology_gdp;
GEO;POL;25.00;0;1;2.814602;heuristic_border_ideology_gdp;
GEO;PRT;15.00;0;1;3.191672;heuristic_border_ideology_gdp;
GEO;ROU;25.00;0;1;2.172516;heuristic_border_ideology_gdp;
GEO;RUS;-5.00;1;0;1.617335;heuristic_border_ideology_gdp;
GEO;SMR;5.00;0;1;6.523938;heuristic_border_ideology_gdp;
GEO;SRB;25.00;0;1;1.576349;heuristic_border_ideology_gdp;
GEO;SVK;25.00;0;1;2.866487;heuristic_border_ideology_gdp;
GEO;SVN;15.00;0;1;3.753517;heuristic_border_ideology_gdp;
GEO;SWE;-60.00;0;0;6.259032;heuristic_border_ideology_gdp;
GEO;TUR;-5.00;1;0;1.714869;heuristic_border_ideology_gdp;
GEO;UKR;25.00;0;1;1.777940;heuristic_border_ideology_gdp;
GRC;HRV;30.00;0;1;1.002608;heuristic_border_ideology_gdp;
GRC;HUN;30.00;0;1;1.040252;heuristic_border_ideology_gdp;
GRC;IRL;15.00;0;1;4.792533;heuristic_border_ideology_gdp;
GRC;ISL;15.00;0;1;3.896564;heuristic_border_ideology_gdp;
GRC;ITA;25.00;0;1;1.564858;heuristic_border_ideology_gdp;
GRC;KOS;15.00;0;1;4.936518;heuristic_border_ideology_gdp;
GRC;LIE;-60.00;0;0;6.277597;heuristic_border_ideology_gdp;
GRC;LTU;30.00;0;1;1.239953;heuristic_border_ideology_gdp;
GRC;LUX;-50.00;0;0;5.487296;heuristic_border_ideology_gdp;
GRC;LVA;30.00;0;1;1.048609;heuristic_border_ideology_gdp;
GRC;MDA;15.00;0;1;3.865482;heuristic_border_ideology_gdp;
GRC;MKD;40.00;1;1;3.465010;heuristic_border_ideology_gdp;
GRC;MLT;30.00;0;1;1.386018;heuristic_border_ideology_gdp;
GRC;MNE;25.00;0;1;2.254097;heuristic_border_ideology_gdp;
GRC;NLD;-40.00;0;0;2.693348;heuristic_border_ideology_gdp;
GRC;NOR;-50.00;0;0;3.366801;heuristic_border_ideology_gdp;
GRC;POL;30.00;0;1;1.034670;heuristic_border_ideology_gdp;
GRC;PRT;30.00;0;1;1.173284;heuristic_border_ideology_gdp;
GRC;ROU;30.00;0;1;1.252138;heuristic_border_ideology_gdp;
GRC;RUS;-40.00;0;0;1.681958;heuristic_border_ideology_gdp;
GRC;SMR;25.00;0;1;2.398251;heuristic_border_ideology_gdp;
GRC;SRB;25.00;0;1;1.725690;heuristic_border_ideology_gdp;
GRC;SVK;30.00;0;1;1.053743;heuristic_border_ideology_gdp;
GRC;SVN;30.00;0;1;1.379823;heuristic_border_ideology_gdp;
GRC;SWE;-40.00;0;0;2.300869;heuristic_border_ideology_gdp;
GRC;TUR;-5.00;1;0;1.586296;heuristic_border_ideology_gdp;
GRC;UKR;15.00;0;1;4.836513;heuristic_border_ideology_gdp;
HRV;HUN;55.00;1;1;1.042965;heuristic_border_ideology_gdp;
HRV;IRL;15.00;0;1;4.780068;heuristic_border_ideology_gdp;
HRV;ISL;15.00;0;1;3.886429;heuristic_border_ideology_gdp;
HRV;ITA;25.00;0;1;1.560788;heuristic_border_ideology_gdp;
HRV;KOS;15.00;0;1;4.949392;heuristic_border_ideology_gdp;
HRV;LIE;-60.00;0;0;6.261269;heuristic_border_ideology_gdp;
HRV;LTU;30.00;0;1;1.236728;heuristic_border_ideology_gdp;
HRV;LUX;-50.00;0;0;5.473024;heuristic_border_ideology_gdp;
HRV;LVA;30.00;0;1;1.051343;heuristic_border_ideology_gdp;
HRV;MDA;15.00;0;1;3.875562;heuristic_border_ideology_gdp;
HRV;MKD;15.00;0;1;3.474046;heuristic_border_ideology_gdp;
HRV;MLT;30.00;0;1;1.382413;heuristic_border_ideology_gdp;
HRV;MNE;50.00;1;1;2.259975;heuristic_border_ideology_gdp;
HRV;NLD;-40.00;0;0;2.686342;heuristic_border_ideology_gdp;
HRV;NOR;-50.00;0;0;3.358044;heuristic_border_ideology_gdp;
HRV;POL;30.00;0;1;1.031979;heuristic_border_ideology_gdp;
